Product_A,Product_B,CoCount,Support,Confidence_A_to_B,Confidence_B_to_A,Lift
SPRING SHOE RETURN UPPER(G46/400),W/C ASSY LH SANTRO,12,0.0007052600646488392,0.09523809523809523,0.020833333333333332,2.813326719576719
W/C ALTO (K53/100),W/C ASSY. XYLO (Equlnt)(K62/25),33,0.001939465177784308,0.0728476821192053,0.07482993197278912,2.8106651048940545
"W/C ASSLY RR, Ø 15.87MM",W/C ASSY. XYLO (Equlnt)(K62/25),40,0.0023508668821627977,0.07259528130671507,0.09070294784580499,2.800926783296501
SHOE HOLD DOWN SPRING(A.A),SHOE KIT(12),35,0.002057008521892448,0.14767932489451477,0.03897550111358575,2.798177854209542
Shoe Kit,W/C Model K cr3 (19.05)(K31/100),109,0.006406112253893623,0.06938255887969447,0.25829383886255924,2.797498197483415
W/C ASSY. LH(19.05 mm),W/C ASSY. RR. RH.(17.46 mm),16,0.000940346752865119,0.06374501992031872,0.04113110539845758,2.7882301129671543
SHOE KIT LH (A.A.),W/C ASSY. RR.(17.46 mm) YE2,39,0.002292095210108728,0.053061224489795916,0.12,2.7779591836734694
SHOE KIT  RH(A.A.),W/C ASSY. LH.omni (k26/40),63,0.003702615339406406,0.08536585365853659,0.12045889101338432,2.7772466539196943
SPRING SHOE RETURN UPPER(G46/400),W/C ASSY. RR. RH.(17.46 mm),8,0.0004701733764325595,0.06349206349206349,0.02056555269922879,2.7771657077569674
Service kit; Shoes New Swift,W/C Model K cr3 (19.05)(K31/100),38,0.002233323538054658,0.06884057971014493,0.09004739336492891,2.7756456487396113
PAD FRICTION KING,W/C ASSY. RH(19.05 mm),21,0.0012342051131354686,0.041916167664670656,0.08171206225680934,2.775111256087048
SHOE KIT  RH(A.A.),W/C ASSY. RR.(17.46 mm) YE2,39,0.002292095210108728,0.052845528455284556,0.12,2.766666666666667
Shoes Assy W/O Spring,WC ASSLY PVPL RR(K17/40),20,0.0011754334410813989,0.13071895424836602,0.024783147459727387,2.7561127714200095
"PAD KIT,  Frt",SHOE KIT FRONT (A.A.),41,0.0024096385542168677,0.09808612440191387,0.06765676567656766,2.754018822934925
SHOE KIT(INCRIMENTAL ADJ.)15,W/C ASSY LH SANTRO,77,0.004525418748163385,0.09288299155609167,0.13368055555555555,2.743757120359201
SHOE RETURN SPRING(A.A),W/C ASSY. RR. LH. CULTUS (17.46 mm),11,0.0006464883925947693,0.05263157894736842,0.03363914373088685,2.7386125865121516
SHOE HOLD DOWN SPRING(A.A),SHOE KIT RH; IAM BAJAJ REGC,7,0.00041140170437848955,0.029535864978902954,0.03804347826086957,2.7312649055219227
SHOE HOLD DOWN SPRING(A.A),Service kit; Shoes New Swift,21,0.0012342051131354686,0.08860759493670886,0.03804347826086957,2.7312649055219222
SHOE KIT(12),W/C ASSY. RH(19.05 mm),37,0.002174551866000588,0.04120267260579064,0.14396887159533073,2.7278734411966066
SHOE KIT(12),Shoes Assy W/O Spring,22,0.0012929767851895385,0.024498886414253896,0.1437908496732026,2.724500342081895
"PAD KIT,  Frt",W/C ASSY. RR. RH.(17.46 mm),26,0.0015280634734058183,0.06220095693779904,0.06683804627249357,2.720692242407842
SHOE KIT(15),W/C  ASSY(15.87)(K14/100),57,0.0033499853070819863,0.13317757009345793,0.06842737094837935,2.7203077492679317
W/C ASSY. RR. LH. CULTUS (17.46 mm),W/C Model K cr3 (19.05)(K31/100),22,0.0012929767851895385,0.0672782874617737,0.052132701421800945,2.7126541733698564
SHOE KIT(12),SPRING SHOE RETURN UPPER(G46/400),18,0.001057890096973259,0.0200445434298441,0.14285714285714285,2.7068087814190265
SHOE KIT,SHOE KIT(15),165,0.00969732588892154,0.0678453947368421,0.3855140186915888,2.6971714753443186
Shoe Kit,W/C ASSY. RH(19.05 mm),64,0.003761387011460476,0.04073838319541693,0.2490272373540856,2.6971345917121368
KBX  PAD KIT,W/C ASSY. RR. RH.(17.46 mm),142,0.008345577431677931,0.061658706035605734,0.36503856041131105,2.6969739927913405
SHOE KIT  RH(A.A.),WC ASSLY PVPL RR(K17/40),94,0.005524537173082574,0.12737127371273713,0.11648079306071871,2.68552939556657
SHOE KIT(12),W/C ASSY. RR. RH.(17.46 mm),55,0.0032324419629738465,0.061247216035634745,0.14138817480719795,2.6789752720985223
SHOE KIT,SHOE RETURN SPRING(A.A),80,0.0047017337643255955,0.03289473684210526,0.3827751196172249,2.6780093175522537
SHOE KIT  (1 LEADING- 1 TRAILING),W/C ASSY. RH(K23/40),67,0.003937702027622686,0.09029649595687332,0.11652173913043479,2.671991093402086
SHOE HOLD DOWN SPRING(A.A),"SHOE KIT WITH HBL, OMNI UPG.",16,0.000940346752865119,0.06751054852320675,0.037122969837587005,2.665178615133092
SPRING SHOE RETURN UPPER(G46/400),Shoe Kit,31,0.001821921833676168,0.24603174603174602,0.019732654360280075,2.664691380477504
"PAD KIT,  Frt",Shoes Assy W/O Spring,10,0.0005877167205406994,0.023923444976076555,0.06535947712418301,2.6605059886793634
SHOE KIT,W /C ASSY RH SANTRO,207,0.012165736115192477,0.08511513157894737,0.3791208791208791,2.6524431571717755
SHOE KIT(12),W/C Model K cr3 (19.05)(K31/100),59,0.0034675286511901262,0.06570155902004454,0.13981042654028436,2.6490806320522697
SHOE KIT(INCRIMENTAL ADJ.)15,W/C ASSY. RH(K23/40),74,0.004349103732001176,0.08926417370325694,0.12869565217391304,2.64144333141029
SHOE KIT  RH(A.A.),Service kit; Shoes New Swift,63,0.003702615339406406,0.08536585365853659,0.11413043478260869,2.631340579710145
"SERVICE KIT; SHOE KIT, ALTO CD,170",W/C ASSY. RH(19.05 mm),21,0.0012342051131354686,0.03969754253308128,0.08171206225680934,2.62822445992365
W/C  ASSY(15.87)(K14/100),W/C ASSY. RR. RH.(17.46 mm),50,0.0029385836027034967,0.060024009603841535,0.12853470437017994,2.6254717825433516
SHOE RETURN SPRING(A.A),WC ASSLY PVPL RR(K17/40),26,0.0015280634734058183,0.12440191387559808,0.0322180916976456,2.622922632705454
W/C ASSY LH SANTRO,W/C ASSY. RR. LH. CULTUS (17.46 mm),29,0.0017043784895680281,0.050347222222222224,0.08868501529051988,2.6197491930003394
Service kit; Shoes New Swift,Shoes Assy W/O Spring,13,0.0007640317367029092,0.02355072463768116,0.08496732026143791,2.6190560765368947
W/C ASSY. RH(K23/40),W/C ASSY. XYLO (Equlnt)(K62/25),39,0.002292095210108728,0.06782608695652174,0.08843537414965986,2.616918071576457
W/C  ASSY(15.87)(K14/100),W/C ASSY. LH(19.05 mm),32,0.001880693505730238,0.03841536614645858,0.12749003984063745,2.6041332867808475
SHOE KIT(15),Shoes Assy W/O Spring,10,0.0005877167205406994,0.02336448598130841,0.06535947712418301,2.5983446338036775
SPRING SHOE RETURN UPPER(G46/400),W/C  ASSY(15.87)(K14/100),16,0.000940346752865119,0.12698412698412698,0.01920768307322929,2.5937994245317175
SHOE KIT  (1 LEADING- 1 TRAILING),W/C ASSY. RH(19.05 mm),29,0.0017043784895680281,0.03908355795148248,0.11284046692607004,2.587574858149706
Service kit; Shoes New Swift,W/C ASSY. XYLO (Equlnt)(K62/25),37,0.002174551866000588,0.06702898550724638,0.08390022675736962,2.5861636925301528
POWER STEERING FLUID 1 Ltr,SHOCK ABS OIl 175ml,8,0.0004701733764325595,0.01927710843373494,0.06299212598425197,2.5826771653543306
SHOE KIT RH RR APE CITY (I 11/20),SHOE KIT RH; IAM BAJAJ REGC,6,0.0003526300323244196,0.027906976744186046,0.03260869565217391,2.5806370070778564
KBX  PAD KIT,SPRING SHOE RETURN UPPER(G46/400),44,0.002585953570379077,0.01910551454624403,0.3492063492063492,2.5800026190820806
SHOE KIT RH; IAM BAJAJ REGC,W/C ASSY. LH(19.05 mm),7,0.00041140170437848955,0.03804347826086957,0.027888446215139442,2.5789234366880303
"PAD KIT,  Frt",SHOE KIT(15),27,0.0015868351454598883,0.0645933014354067,0.0630841121495327,2.5678855699145906
SHOE KIT  RH(A.A.),W/C ASSY LH SANTRO,64,0.003761387011460476,0.08672086720867209,0.1111111111111111,2.5617283950617282
W/C ASSY. RR. RH.(17.46 mm),W/C ASSY. RR.(17.46 mm) YE2,19,0.001116661769027329,0.04884318766066838,0.05846153846153846,2.557128732450069
SHOE KIT(15),W/C ASSY. RR. RH.(17.46 mm),25,0.0014692918013517484,0.05841121495327103,0.06426735218508997,2.554927564087163
BRAKE FLUID 1/2 Lt DOT4 (Non Petroleum),BRAKE FLUID 100ml DOT3 (Non Petroleum),38,0.002233323538054658,0.18269230769230768,0.03114754098360656,2.547958701134931
SHOE RETURN SPRING(A.A),W/C ASSY LH SANTRO,18,0.001057890096973259,0.0861244019138756,0.03125,2.544108851674641
KBX  PAD KIT,SHOE KIT(15),147,0.00863943579194828,0.06382978723404255,0.34345794392523366,2.5375323125869955
SHOE KIT,W/C ASSY. RH(19.05 mm),93,0.005465765501028504,0.038240131578947366,0.36186770428015563,2.5317347813843947
SHOE KIT(15),SPRING SHOE RETURN UPPER(G46/400),8,0.0004701733764325595,0.018691588785046728,0.06349206349206349,2.5241062156950007
Service kit; Shoes New Swift,W/C ASSY. RH(19.05 mm),21,0.0012342051131354686,0.03804347826086957,0.08171206225680934,2.5187151074268312
SHOE KIT RH; IAM BAJAJ REGC,W/C ASSY. RH(19.05 mm),7,0.00041140170437848955,0.03804347826086957,0.027237354085603113,2.5187151074268312
PAD KIT,SHOE KIT,948,0.055715545107258305,0.35990888382687924,0.38980263157894735,2.5180302871358347
SHOE RETURN SPRING(A.A),"W/C ASSLY RR, Ø 15.87MM",17,0.000999118424919189,0.08133971291866028,0.030852994555353903,2.511788049566252
Shoe Kit,W/C  ASSY(15.87)(K14/100),193,0.011342932706435499,0.12285168682367918,0.23169267707082833,2.5093894973648276
"SHOE KIT WITH HBL, OMNI UPG.",SPRING SHOE RETURN UPPER(G46/400),8,0.0004701733764325595,0.018561484918793503,0.06349206349206349,2.5065370308989796
"SHOE KIT WITH HBL, OMNI UPG.",W/C ASSY. XYLO (Equlnt)(K62/25),28,0.0016456068175139582,0.06496519721577726,0.06349206349206349,2.5065370308989796
PAD FRICTION KING,W/C Model K cr3 (19.05)(K31/100),31,0.001821921833676168,0.06187624750499002,0.07345971563981042,2.494844434354041
"PAD KIT,  Frt",SHOE KIT LH (A.A.),45,0.002644725242433147,0.1076555023923445,0.061224489795918366,2.492188262864954
SHOE HOLD DOWN SPRING(A.A),WC ASSLY PVPL RR(K17/40),28,0.0016456068175139582,0.11814345991561181,0.03469640644361834,2.4909677453087173
KBX  PAD KIT,W/C Model K cr3 (19.05)(K31/100),142,0.008345577431677931,0.061658706035605734,0.33649289099526064,2.4860731829285108
W/C ASSY LH SANTRO,W/C ASSY. LH(19.05 mm),21,0.0012342051131354686,0.036458333333333336,0.08366533864541832,2.4714682934926953
W/C ASSY. LH(19.05 mm),W/C ASSY. XYLO (Equlnt)(K62/25),16,0.000940346752865119,0.06374501992031872,0.036281179138321996,2.459459215293023
Service kit; Shoes New Swift,W/C ASSY. LH(19.05 mm),20,0.0011754334410813989,0.036231884057971016,0.0796812749003984,2.4561175587505053
"W/C ASSLY RR, Ø 15.87MM",W/C ASSY. RR. LH. CULTUS (17.46 mm),26,0.0015280634734058183,0.047186932849364795,0.07951070336391437,2.4553078361833087
SHOE KIT  (1 LEADING- 1 TRAILING),Shoe Kit,168,0.009873640905083749,0.22641509433962265,0.10693825588796944,2.4522296818514824
KBX  PAD KIT,W/C  ASSY(15.87)(K14/100),273,0.016044666470761092,0.11854103343465046,0.3277310924369748,2.4213393564112575
W/C ASSY. RH(19.05 mm),W/C ASSY. RH(K23/40),21,0.0012342051131354686,0.08171206225680934,0.036521739130434785,2.4179665031297577
SHOE KIT FRONT (A.A.),W/C ASSY. LH.omni (k26/40),45,0.002644725242433147,0.07425742574257425,0.08604206500956023,2.4158510497321237
SHOE HOLD DOWN SPRING(A.A),W/C ASSY. RR. LH. CULTUS (17.46 mm),11,0.0006464883925947693,0.046413502109704644,0.03363914373088685,2.415063420173163
W/C  ASSY(15.87)(K14/100),W/C ASSY. XYLO (Equlnt)(K62/25),52,0.0030561269468116366,0.062424969987995196,0.11791383219954649,2.408528037065166
"PAD KIT,  Frt",W/C ASSY. XYLO (Equlnt)(K62/25),26,0.0015280634734058183,0.06220095693779904,0.05895691609977324,2.3998849938699562
SHOE HOLD DOWN SPRING(A.A),W/C ASSY. RR. RH.(17.46 mm),13,0.0007640317367029092,0.05485232067510549,0.033419023136246784,2.399260247524215
"SERVICE KIT; SHOE KIT, ALTO CD,170",WC ASSLY PVPL RR(K17/40),60,0.003526300323244196,0.11342155009451796,0.07434944237918216,2.391409758188628
W/C ALTO (K53/100),W/C ASSY. LH.omni (k26/40),33,0.001939465177784308,0.0728476821192053,0.06309751434034416,2.3699872108188877
KBX  PAD KIT,SHOE KIT  (1 LEADING- 1 TRAILING),237,0.013928886276814576,0.10290924880590534,0.3194070080862534,2.359839445326792
SHOE KIT  (1 LEADING- 1 TRAILING),W /C ASSY RH SANTRO,56,0.0032912136350279164,0.07547169811320754,0.10256410256410256,2.3519248047549937
SHOE KIT RH; IAM BAJAJ REGC,"TMC ASSLY WITH RESERVOIR, PVPL APE501",21,0.0012342051131354686,0.11413043478260869,0.025331724969843185,2.3424961976189227
SHOE KIT(12),W/C ASSY. LH(19.05 mm),31,0.001821921833676168,0.034521158129175944,0.12350597609561753,2.340149424573421
W /C ASSY RH SANTRO,W/C ASSY. XYLO (Equlnt)(K62/25),33,0.001939465177784308,0.06043956043956044,0.07482993197278912,2.331925444170342
SHOE HOLD DOWN SPRING(A.A),W/C  ASSY(15.87)(K14/100),27,0.0015868351454598883,0.11392405063291139,0.03241296518607443,2.327032078654246
SHOE KIT(INCRIMENTAL ADJ.)15,W/C ASSY. RH(19.05 mm),29,0.0017043784895680281,0.03498190591073583,0.11284046692607004,2.31601995747537
PAD FRICTION KING,W/C ASSY. XYLO (Equlnt)(K62/25),30,0.001763150161622098,0.059880239520958084,0.06802721088435375,2.310345295802952
W/C  ASSY(15.87)(K14/100),W/C ASSY. RH(19.05 mm),29,0.0017043784895680281,0.03481392557022809,0.11284046692607004,2.304898613141755
SHOE KIT,W/C  ASSY(15.87)(K14/100),274,0.016103438142815164,0.11266447368421052,0.3289315726290516,2.3013037451822833
KBX  PAD KIT,W/C ASSY. RH(19.05 mm),80,0.0047017337643255955,0.03473729917498915,0.311284046692607,2.299825468725449
PAD KIT,W/C ASSY LH SANTRO,205,0.012048192771084338,0.07782839787395596,0.3559027777777778,2.2990454684468067
W/C Model K cr3 (19.05)(K31/100),WC ASSLY PVPL RR(K17/40),46,0.002703496914487217,0.10900473933649289,0.057001239157372985,2.2982845598642214
KBX  PAD KIT,SHOE KIT LH (A.A.),228,0.013399941228327945,0.09900130264871906,0.31020408163265306,2.2918464824053806
PAD KIT,SHOE KIT(15),151,0.00887452248016456,0.057327258921791954,0.352803738317757,2.2790264265287146
W/C ASSY LH SANTRO,W/C ASSY. XYLO (Equlnt)(K62/25),34,0.001998236849838378,0.059027777777777776,0.07709750566893424,2.277454963466868
KBX  PAD KIT,SHOE HOLD DOWN SPRING(A.A),73,0.0042903320599471054,0.0316977854971776,0.3080168776371308,2.2756870052087628
"PAD KIT,  Frt",SPRING SHOE RETURN UPPER(G46/400),7,0.00041140170437848955,0.01674641148325359,0.05555555555555555,2.2614300903774587
"SERVICE KIT; SHOE KIT, ALTO CD,170",W/C ASSY. XYLO (Equlnt)(K62/25),31,0.001821921833676168,0.05860113421550094,0.07029478458049887,2.26099387455045
SHOE KIT(INCRIMENTAL ADJ.)15,Shoe Kit,173,0.0101674992653541,0.20868516284680338,0.11012094207511139,2.260202448019325
SHOE KIT LH (A.A.),W/C ASSY. RH(K23/40),56,0.0032912136350279164,0.0761904761904762,0.09739130434782609,2.254575569358178
W/C  ASSY(15.87)(K14/100),W/C ASSY. RR. LH. CULTUS (17.46 mm),36,0.002115780193946518,0.04321728691476591,0.11009174311926606,2.248752712094012
SHOE RETURN SPRING(A.A),W/C  ASSY(15.87)(K14/100),23,0.0013517484572436085,0.11004784688995216,0.027611044417767107,2.2478560802311356
SHOE HOLD DOWN SPRING(A.A),W/C ASSY. RH(K23/40),18,0.001057890096973259,0.0759493670886076,0.03130434782608696,2.2474408365437535
"SHOE KIT WITH HBL, OMNI UPG.",W/C Model K cr3 (19.05)(K31/100),24,0.0014105201292976784,0.05568445475638051,0.05687203791469194,2.2451919376298917
"PAD KIT,  Frt",W/C ASSY. RR. LH. CULTUS (17.46 mm),18,0.001057890096973259,0.0430622009569378,0.05504587155963303,2.2406830253281242
BONDED BRAKE SHOE KIT (KBX type),SHOE RETURN SPRING(A.A),12,0.0007052600646488392,0.02745995423340961,0.05741626794258373,2.2355556042175335
SHOE KIT  (1 LEADING- 1 TRAILING),W/C Model K cr3 (19.05)(K31/100),41,0.0024096385542168677,0.05525606469002695,0.0971563981042654,2.2279192907602106
PAD KIT,W/C ASSY. RR. RH.(17.46 mm),134,0.007875404055245372,0.05087319665907365,0.3444730077120823,2.2252119309875016
W/C ALTO (K53/100),W/C Model K cr3 (19.05)(K31/100),25,0.0014692918013517484,0.05518763796909492,0.05924170616113744,2.225160331858176
PAD KIT,W /C ASSY RH SANTRO,188,0.011049074346165148,0.07137433561123765,0.3443223443223443,2.224238682097452
SHOE KIT,W/C Model K cr3 (19.05)(K31/100),134,0.007875404055245372,0.055098684210526314,0.3175355450236967,2.2215737247443252
SHOE KIT  (1 LEADING- 1 TRAILING),WC ASSLY PVPL RR(K17/40),78,0.004584190420217456,0.10512129380053908,0.09665427509293681,2.2164049739977356
Shoes Assy W/O Spring,W/C ASSY. LH(19.05 mm),5,0.0002938583602703497,0.032679738562091505,0.0199203187250996,2.2153217196573185
SHOE KIT  (1 LEADING- 1 TRAILING),SHOE KIT(INCRIMENTAL ADJ.)15,80,0.0047017337643255955,0.1078167115902965,0.09650180940892641,2.2129087427127807
SHOE KIT,W/C ASSY. RR. RH.(17.46 mm),123,0.007228915662650603,0.05057565789473684,0.3161953727506427,2.2121974783520493
SHOE KIT  (1 LEADING- 1 TRAILING),SHOE KIT(15),41,0.0024096385542168677,0.05525606469002695,0.09579439252336448,2.1966867773383383
SHOE KIT FRONT (A.A.),W/C ASSY LH SANTRO,45,0.002644725242433147,0.07425742574257425,0.078125,2.193559199669967
KBX  PAD KIT,SHOE KIT  RH(A.A.),219,0.012870996179841316,0.09509335649153278,0.2967479674796748,2.192430163554784
"W/C ASSLY RR, Ø 15.87MM",WC ASSLY PVPL RR(K17/40),57,0.0033499853070819863,0.10344827586206896,0.07063197026022305,2.181130624278939
SHOE KIT RH RR APE CITY (I 11/20),W/C ASSY. RR. LH. CULTUS (17.46 mm),9,0.0005289450484866295,0.04186046511627907,0.027522935779816515,2.1781523362492
W/C ASSY. RH(K23/40),W/C ASSY. RR. LH. CULTUS (17.46 mm),24,0.0014105201292976784,0.04173913043478261,0.07339449541284404,2.1718388512165934
SHOE KIT,SHOE KIT(INCRIMENTAL ADJ.)15,255,0.014986776373787834,0.10485197368421052,0.30759951749095293,2.1520583018538506
"SHOE KIT WITH HBL, OMNI UPG.",W/C ASSY. RH(19.05 mm),14,0.0008228034087569791,0.03248259860788863,0.054474708171206226,2.1505502541370625
PAD FRICTION KING,SHOE HOLD DOWN SPRING(A.A),15,0.000881575080811049,0.029940119760479042,0.06329113924050633,2.149498471411607
W/C ASSY. LH.omni (k26/40),W/C ASSY. XYLO (Equlnt)(K62/25),29,0.0017043784895680281,0.055449330783938815,0.06575963718820861,2.139388578885984
SHOE RETURN SPRING(A.A),Shoe Kit,41,0.0024096385542168677,0.19617224880382775,0.026098026734563972,2.1246790664526602
W /C ASSY RH SANTRO,WC ASSLY PVPL RR(K17/40),55,0.0032324419629738465,0.10073260073260074,0.06815365551425032,2.1238726164376724
BONDED BRAKE SHOE KIT (KBX type),WC ASSLY PVPL RR(K17/40),44,0.002585953570379077,0.10068649885583524,0.05452292441140025,2.1229005923569226
KBX  PAD KIT,SHOE KIT(INCRIMENTAL ADJ.)15,238,0.013987657948868646,0.1033434650455927,0.2870928829915561,2.1210965714725694
BONDED BRAKE SHOE KIT (KBX type),W/C ASSY. RH(19.05 mm),14,0.0008228034087569791,0.032036613272311214,0.054474708171206226,2.121023248359437
BONDED BRAKE SHOE KIT (KBX type),W/C ASSY. XYLO (Equlnt)(K62/25),24,0.0014105201292976784,0.05491990846681922,0.05442176870748299,2.118962001276483
SHOE KIT  RH(A.A.),SHOE KIT(15),39,0.002292095210108728,0.052845528455284556,0.0911214953271028,2.100856697819315
"PAD KIT,  Frt",SHOE KIT  RH(A.A.),38,0.002233323538054658,0.09090909090909091,0.051490514905149054,2.095959595959596
W/C ASSY. LH.omni (k26/40),W/C ASSY. RR. LH. CULTUS (17.46 mm),21,0.0012342051131354686,0.040152963671128104,0.06422018348623854,2.089304822214815
SHOE KIT(12),SHOE RETURN SPRING(A.A),23,0.0013517484572436085,0.025612472160356347,0.11004784688995216,2.0851493483658525
W/C  ASSY(15.87)(K14/100),W/C Model K cr3 (19.05)(K31/100),43,0.002527181898325007,0.05162064825930372,0.1018957345971564,2.0813396448626844
Service kit; Shoes New Swift,W/C ASSY. RR. LH. CULTUS (17.46 mm),22,0.0012929767851895385,0.03985507246376811,0.0672782874617737,2.0738044586269555
KBX  PAD KIT,SHOE KIT FRONT (A.A.),170,0.00999118424919189,0.07381676074685194,0.28052805280528054,2.0725943632140025
SHOE KIT RH; IAM BAJAJ REGC,WC ASSLY PVPL RR(K17/40),18,0.001057890096973259,0.09782608695652174,0.022304832713754646,2.0625909164376925
SHOE KIT(15),W/C ASSY. LH(19.05 mm),13,0.0007640317367029092,0.030373831775700934,0.05179282868525897,2.0590069628029934
"SHOE KIT WITH HBL, OMNI UPG.",W/C ASSY. RR. LH. CULTUS (17.46 mm),17,0.000999118424919189,0.03944315545243619,0.05198776758409786,2.0523709175021465
SHOE KIT FRONT (A.A.),W/C ASSY. RH(K23/40),42,0.002468410226270937,0.06930693069306931,0.07304347826086957,2.050882479552303
"W/C ASSLY RR, Ø 15.87MM",W/C ASSY. RH(19.05 mm),17,0.000999118424919189,0.030852994555353903,0.06614785992217899,2.042660320464384
PAD KIT,W/C Model K cr3 (19.05)(K31/100),133,0.007816632383191302,0.050493545937737284,0.31516587677725116,2.035894986091469
SHOE KIT FRONT (A.A.),Shoe Kit,113,0.006641198942109903,0.18646864686468648,0.07192870782940802,2.0195824483785105
SHOE HOLD DOWN SPRING(A.A),SHOE KIT(15),12,0.0007052600646488392,0.05063291139240506,0.028037383177570093,2.012894830237785
SHOE KIT LH (A.A.),W/C ASSY LH SANTRO,50,0.0029385836027034967,0.06802721088435375,0.08680555555555555,2.009519085411942
SPRING SHOE RETURN UPPER(G46/400),WC ASSLY PVPL RR(K17/40),12,0.0007052600646488392,0.09523809523809523,0.01486988847583643,2.0080250191774356
SHOE KIT  RH(A.A.),W/C ASSY. RH(K23/40),50,0.0029385836027034967,0.06775067750677506,0.08695652173913043,2.004830917874396
SHOE HOLD DOWN SPRING(A.A),W/C ASSY. LH(19.05 mm),7,0.00041140170437848955,0.029535864978902954,0.027888446215139442,2.0022021618168675
SHOE KIT LH; IAM BAJAJ REGC,W/C ASSY. RR. LH. CULTUS (17.46 mm),8,0.0004701733764325595,0.03827751196172249,0.024464831804281346,1.9917182447361104
SHOE KIT  (1 LEADING- 1 TRAILING),W/C  ASSY(15.87)(K14/100),72,0.004231560387893036,0.09703504043126684,0.08643457382953182,1.9820542772365015
SHOE KIT(15),W/C Model K cr3 (19.05)(K31/100),21,0.0012342051131354686,0.04906542056074766,0.04976303317535545,1.9783131062585817
PAD KIT,W/C  ASSY(15.87)(K14/100),255,0.014986776373787834,0.09681093394077449,0.30612244897959184,1.9774766398586767
PAD FRICTION KING,W/C ASSY. RR. LH. CULTUS (17.46 mm),19,0.001116661769027329,0.03792415169660679,0.0581039755351682,1.9733316242133474
SHOE KIT FRONT (A.A.),SHOE KIT(15),30,0.001763150161622098,0.04950495049504951,0.07009345794392523,1.9680531137225872
W/C ALTO (K53/100),W/C ASSY. RR.(17.46 mm) YE2,17,0.000999118424919189,0.037527593818984545,0.052307692307692305,1.9647138733231448
SHOE KIT LH (A.A.),W /C ASSY RH SANTRO,46,0.002703496914487217,0.06258503401360545,0.08424908424908426,1.950337644215195
SHOE KIT LH; IAM BAJAJ REGC,SHOE RETURN SPRING(A.A),5,0.0002938583602703497,0.023923444976076555,0.023923444976076555,1.9476431400380025
SHOE KIT LH; IAM BAJAJ REGC,W/C ASSY. LH(19.05 mm),6,0.0003526300323244196,0.028708133971291867,0.02390438247011952,1.9460912331535103
KBX  PAD KIT,SHOE RETURN SPRING(A.A),55,0.0032324419629738465,0.023881893182805036,0.2631578947368421,1.944260346915922
Shoe Kit,W/C ASSY. XYLO (Equlnt)(K62/25),79,0.004642962092271525,0.05028644175684278,0.17913832199546487,1.940190037398367
W /C ASSY RH SANTRO,W/C ASSY. RH(19.05 mm),16,0.000940346752865119,0.029304029304029304,0.0622568093385214,1.9401091774632633
SHOE KIT LH (A.A.),W/C ASSY. LH(19.05 mm),21,0.0012342051131354686,0.02857142857142857,0.08366533864541832,1.9368241320432553
PAD KIT,W/C ASSY. RH(19.05 mm),77,0.004525418748163385,0.029233105542900532,0.29961089494163423,1.935413582927831
Shoes Assy W/O Spring,W/C ASSY. RH(K23/40),10,0.0005877167205406994,0.06535947712418301,0.017391304347826087,1.9340721795964764
KBX  PAD KIT,Shoes Assy W/O Spring,40,0.0023508668821627977,0.017368649587494574,0.26143790849673204,1.9315527629491516
SHOE KIT LH (A.A.),Shoe Kit,131,0.007699089039083162,0.1782312925170068,0.08338637810311904,1.9303662903735648
Shoe Kit,W/C ASSY. RR. LH. CULTUS (17.46 mm),58,0.0034087569791360563,0.036919159770846595,0.17737003058103976,1.9210382370059778
KBX  PAD KIT,W/C ASSY. RR. LH. CULTUS (17.46 mm),85,0.004995592124595945,0.03690838037342597,0.2599388379204893,1.9204773457304063
SHOE KIT LH (A.A.),W/C  ASSY(15.87)(K14/100),69,0.004055245371730826,0.09387755102040816,0.08283313325330131,1.9175588602788054
SHOE KIT LH; IAM BAJAJ REGC,WC ASSLY PVPL RR(K17/40),19,0.001116661769027329,0.09090909090909091,0.023543990086741014,1.9167511546693703
Shoes Assy W/O Spring,W/C ASSY. LH.omni (k26/40),9,0.0005289450484866295,0.058823529411764705,0.017208413001912046,1.9137329884152514
"SHOE KIT WITH HBL, OMNI UPG.",WC ASSLY PVPL RR(K17/40),39,0.002292095210108728,0.09048723897911833,0.048327137546468404,1.9078567177567516
SHOE HOLD DOWN SPRING(A.A),"TMC ASSLY WITH RESERVOIR, PVPL APE501",22,0.0012929767851895385,0.09282700421940929,0.026537997587454766,1.905249067301868
SHOE KIT LH (A.A.),SHOE KIT(INCRIMENTAL ADJ.)15,68,0.003996473699676756,0.09251700680272108,0.08202653799758745,1.8988864544611572
SHOE KIT(15),W/C ASSY. XYLO (Equlnt)(K62/25),21,0.0012342051131354686,0.04906542056074766,0.047619047619047616,1.8930796617712504
SHOE KIT RH RR APE CITY (I 11/20),W/C Model K cr3 (19.05)(K31/100),10,0.0005877167205406994,0.046511627906976744,0.023696682464454975,1.875344428524193
W/C ASSY. RH(19.05 mm),W/C ASSY. RR. RH.(17.46 mm),11,0.0006464883925947693,0.042801556420233464,0.028277634961439587,1.8721554819801345
PAD KIT,SHOE KIT(INCRIMENTAL ADJ.)15,240,0.014105201292976785,0.09111617312072894,0.28950542822677927,1.8701347233404133
Shoes Assy W/O Spring,W/C  ASSY(15.87)(K14/100),14,0.0008228034087569791,0.0915032679738562,0.01680672268907563,1.8690613500302082
