Product_A,Product_B,CoCount,Support,Confidence_A_to_B,Confidence_B_to_A,Lift
SHOE KIT  RH(A.A.),"TMC ASSLY WITH RESERVOIR, PVPL APE501",28,0.0016456068175139582,0.037940379403794036,0.033775633293124246,0.7787159898136978
Shoe Kit,W/C ALTO (K53/100),32,0.001880693505730238,0.020369191597708464,0.0706401766004415,0.7650812252428467
TMC Assy Compact,W/C Model K cr3 (19.05)(K31/100),8,0.0004701733764325595,0.018912529550827423,0.018957345971563982,0.7625513988325322
SHOE KIT LH (A.A.),SHOE KIT RH; IAM BAJAJ REGC,6,0.0003526300323244196,0.00816326530612245,0.03260869565217391,0.754880212954747
KBX  PAD KIT,SHOE KIT LH; IAM BAJAJ REGC,21,0.0012342051131354686,0.00911854103343465,0.10047846889952153,0.7423539506406248
"TMC ASSLY WITH RESERVOIR, PVPL APE501",TMC Assy Compact,15,0.000881575080811049,0.018094089264173704,0.03546099290780142,0.727827254917058
SHOE KIT  RH(A.A.),W/C ALTO (K53/100),14,0.0008228034087569791,0.018970189701897018,0.03090507726269316,0.712533725778759
SHOE KIT FRONT (A.A.),"TMC ASSLY WITH RESERVOIR, PVPL APE501",21,0.0012342051131354686,0.034653465346534656,0.025331724969843185,0.7112529708941943
SHOE KIT  (1 LEADING- 1 TRAILING),W/C ALTO (K53/100),14,0.0008228034087569791,0.018867924528301886,0.03090507726269316,0.7086925736182266
SHOE KIT LH (A.A.),W/C ASSY. RR. LH. CULTUS (17.46 mm),10,0.0005877167205406994,0.013605442176870748,0.03058103975535168,0.707940668622189
SHOE KIT,SHOE KIT LH; IAM BAJAJ REGC,21,0.0012342051131354686,0.008634868421052632,0.10047846889952153,0.7029774458574665
SHOE KIT(15),W/C ALTO (K53/100),8,0.0004701733764325595,0.018691588785046728,0.017660044150110375,0.7020692785376823
SHOE KIT RH RR APE CITY (I 11/20),W/C ASSY LH SANTRO,5,0.0002938583602703497,0.023255813953488372,0.008680555555555556,0.6869751291989664
"PAD KIT,  Frt",TMC Assy Compact,7,0.00041140170437848955,0.01674641148325359,0.016548463356973995,0.6736174737294557
Shoes Assy W/O Spring,"TMC ASSLY WITH RESERVOIR, PVPL APE501",5,0.0002938583602703497,0.032679738562091505,0.006031363088057901,0.6707427643353281
SHOE KIT RH; IAM BAJAJ REGC,Shoe Kit,11,0.0006464883925947693,0.059782608695652176,0.007001909611712286,0.6474863698004594
PAD FRICTION KING,TMC Assy Compact,8,0.0004701733764325595,0.015968063872255488,0.018912529550827423,0.6423087630884803
"TMC ASSLY WITH RESERVOIR, PVPL APE501",W/C ASSY. RR. RH.(17.46 mm),12,0.0007052600646488392,0.014475271411338963,0.030848329048843187,0.6331535811412143
SHOE KIT,TMC Assy Compact,38,0.002233323538054658,0.015625,0.08983451536643026,0.6285091607565011
SHOE KIT LH; IAM BAJAJ REGC,Shoe Kit,12,0.0007052600646488392,0.05741626794258373,0.0076384468491406746,0.6218572877422419
SHOE KIT FRONT (A.A.),W/C ALTO (K53/100),10,0.0005877167205406994,0.0165016501650165,0.02207505518763797,0.6198136369928384
SHOE KIT RH; IAM BAJAJ REGC,SHOE KIT(12),6,0.0003526300323244196,0.03260869565217391,0.0066815144766146995,0.6178585261934734
TMC Assy Compact,W /C ASSY RH SANTRO,8,0.0004701733764325595,0.018912529550827423,0.014652014652014652,0.5893712276691
KBX  PAD KIT,SHOE KIT RH; IAM BAJAJ REGC,14,0.0008228034087569791,0.0060790273556231,0.07608695652173914,0.5621448394343862
SHOE KIT LH (A.A.),W/C ALTO (K53/100),11,0.0006464883925947693,0.014965986394557823,0.024282560706401765,0.5621330209788109
SHOE KIT  (1 LEADING- 1 TRAILING),W/C ASSY. RR. LH. CULTUS (17.46 mm),8,0.0004701733764325595,0.01078167115902965,0.024464831804281346,0.5610095864553195
KBX  PAD KIT,TMC Assy Compact,31,0.001821921833676168,0.013460703430308293,0.07328605200945626,0.5414512266352143
KBX  PAD KIT,"TMC ASSLY WITH RESERVOIR, PVPL APE501",59,0.0034675286511901262,0.025618758141554496,0.07117008443908324,0.5258180576339563
SHOE KIT(12),"TMC ASSLY WITH RESERVOIR, PVPL APE501",23,0.0013517484572436085,0.025612472160356347,0.027744270205066344,0.5256890395759508
SHOE KIT LH (A.A.),W/C ASSY. XYLO (Equlnt)(K62/25),10,0.0005877167205406994,0.013605442176870748,0.022675736961451247,0.5249355978218953
"TMC ASSLY WITH RESERVOIR, PVPL APE501",W/C  ASSY(15.87)(K14/100),21,0.0012342051131354686,0.025331724969843185,0.025210084033613446,0.517430132487253
SHOE KIT FRONT (A.A.),W/C ASSY. RR. LH. CULTUS (17.46 mm),6,0.0003526300323244196,0.009900990099009901,0.01834862385321101,0.5151845459775335
SHOE KIT,"TMC ASSLY WITH RESERVOIR, PVPL APE501",61,0.003585071995298266,0.025082236842105265,0.0735826296743064,0.514806103580725
"TMC ASSLY WITH RESERVOIR, PVPL APE501",W/C ASSY LH SANTRO,14,0.0008228034087569791,0.016887816646562123,0.024305555555555556,0.49886493097440016
SHOE KIT  RH(A.A.),W/C ASSY. RR. LH. CULTUS (17.46 mm),7,0.00041140170437848955,0.009485094850948509,0.021406727828746176,0.4935440027183146
"TMC ASSLY WITH RESERVOIR, PVPL APE501",W/C ASSY. LH(19.05 mm),6,0.0003526300323244196,0.007237635705669481,0.02390438247011952,0.49063096227874986
TMC Assy Compact,W/C ASSY LH SANTRO,7,0.00041140170437848955,0.016548463356973995,0.012152777777777778,0.4888404583661675
Service kit; Shoes New Swift,"TMC ASSLY WITH RESERVOIR, PVPL APE501",13,0.0007640317367029092,0.02355072463768116,0.015681544028950542,0.4833722312546983
SHOE KIT(15),"TMC ASSLY WITH RESERVOIR, PVPL APE501",10,0.0005877167205406994,0.02336448598130841,0.012062726176115802,0.4795497333799308
"TMC ASSLY WITH RESERVOIR, PVPL APE501",W/C ASSY. RH(19.05 mm),6,0.0003526300323244196,0.007237635705669481,0.023346303501945526,0.47917654292593864
SHOE KIT  RH(A.A.),W/C ASSY. XYLO (Equlnt)(K62/25),9,0.0005289450484866295,0.012195121951219513,0.02040816326530612,0.4705215419501134
"TMC ASSLY WITH RESERVOIR, PVPL APE501",W/C ASSY. RH(K23/40),13,0.0007640317367029092,0.015681544028950542,0.022608695652173914,0.46403734200451036
PAD KIT,SHOE KIT LH; IAM BAJAJ REGC,15,0.000881575080811049,0.0056947608200455585,0.07177033492822966,0.4636189251343309
SHOE KIT,SHOE KIT RH; IAM BAJAJ REGC,12,0.0007052600646488392,0.004934210526315789,0.06521739130434782,0.45628039187643016
"SERVICE KIT; SHOE KIT, ALTO CD,170",TMC Assy Compact,6,0.0003526300323244196,0.011342155009451797,0.014184397163120567,0.4562334928742844
SHOE KIT LH; IAM BAJAJ REGC,SHOE KIT(12),5,0.0002938583602703497,0.023923444976076555,0.005567928730512249,0.45329333660127236
"PAD KIT,  Frt","TMC ASSLY WITH RESERVOIR, PVPL APE501",9,0.0005289450484866295,0.0215311004784689,0.010856453558504222,0.44191999353576394
SHOE KIT(INCRIMENTAL ADJ.)15,TMC Assy Compact,9,0.0005289450484866295,0.010856453558504222,0.02127659574468085,0.43669635295023485
"TMC ASSLY WITH RESERVOIR, PVPL APE501",W/C ASSY. LH.omni (k26/40),11,0.0006464883925947693,0.013268998793727383,0.021032504780114723,0.4316864521515706
"SHOE KIT WITH HBL, OMNI UPG.","TMC ASSLY WITH RESERVOIR, PVPL APE501",9,0.0005289450484866295,0.02088167053364269,0.010856453558504222,0.4285906201808569
"SERVICE KIT; SHOE KIT, ALTO CD,170","TMC ASSLY WITH RESERVOIR, PVPL APE501",11,0.0006464883925947693,0.020793950850661626,0.013268998793727383,0.42679019749578717
BONDED BRAKE SHOE KIT (KBX type),"TMC ASSLY WITH RESERVOIR, PVPL APE501",9,0.0005289450484866295,0.020594965675057208,0.010856453558504222,0.4227060807733395
PAD KIT,SHOE KIT RH; IAM BAJAJ REGC,12,0.0007052600646488392,0.004555808656036446,0.06521739130434782,0.4212885015351094
PAD KIT,"TMC ASSLY WITH RESERVOIR, PVPL APE501",54,0.0031736702909197765,0.02050113895216401,0.06513872135102533,0.420780312751593
TMC Assy Compact,W/C ASSY. RH(K23/40),6,0.0003526300323244196,0.014184397163120567,0.010434782608695653,0.4197348134443416
"TMC ASSLY WITH RESERVOIR, PVPL APE501","W/C ASSLY RR, Ø 15.87MM",11,0.0006464883925947693,0.013268998793727383,0.019963702359346643,0.40974957255040184
Shoe Kit,TMC Assy Compact,15,0.000881575080811049,0.009548058561425843,0.03546099290780142,0.38406670549092364
"TMC ASSLY WITH RESERVOIR, PVPL APE501",W/C ASSY. XYLO (Equlnt)(K62/25),8,0.0004701733764325595,0.009650180940892641,0.018140589569160998,0.37233067734532493
SHOE KIT(12),TMC Assy Compact,8,0.0004701733764325595,0.008908685968819599,0.018912529550827423,0.3583482074691855
Shoe Kit,"TMC ASSLY WITH RESERVOIR, PVPL APE501",24,0.0014105201292976784,0.015276893698281349,0.028950542822677925,0.3135540968350508
PAD KIT,TMC Assy Compact,20,0.0011754334410813989,0.007593014426727411,0.04728132387706856,0.3054258639970849
PAD FRICTION KING,"TMC ASSLY WITH RESERVOIR, PVPL APE501",7,0.00041140170437848955,0.013972055888223553,0.008443908323281062,0.2867726549313917
